,titolo,durata,views,n_comments,n_like,genere,subscribers,publ,max_quality,timedelta,score,class
3305,Recreacion Raptor Fantasilandia RCT3,166,13701,49,54, Gaming,53,2012-02-15,4,0.3741149349580108,0.309148618920576,2
3306,How far can a Minecraft redstone circuit travel?,273,4434,9,13, Gaming,266,2011-04-20,6,0.3245512926066194,0.2187166976509942,2
3307,Fourth of July ☼ Hair  Makeup  & Outfit Ideas,295,10249,0,674, Howto & Style,374000,2014-06-26,4,0.5160546682035237,0.4963053496150147,3
3308,Мухаммад Мухтар Аш-Шанкыти-Давно ли ты читал Коран?,182,9309,1,75, Education,1270,2011-12-23,5,0.3652231187222131,0.3003939405688979,2
3309,BANDA TRAVIESA 2010 EL AUSENTE.mp4,192,1673,0,1, Music,11,2010-12-10,3,0.3029804050716285,0.1501458496728123,1
3310,FESTA 32 ANOS OS FANÁTICOS,133,2578,0,7, Sports,123,2009-10-27,4,0.2356331302486415,0.142939451479982,1
3311,《英雄聯盟》英雄宣傳影片 ─ 加里歐【Galio】,436,149389,9,62, Gaming,390000,2011-03-10,6,0.3178000987979582,0.3116110322252357,2
3312,manual bartom,217,9946,4,33, People & Blogs,25,2014-01-05,5,0.4877325868598716,0.3791721638300164,2
3313,AQUAHUNTERS TV Keiki O Ka 'Aina,120,4922,14,123, Sports,11900,2013-08-18,5,0.4646797299522476,0.3780049236138955,2
3314,paganini caprice 5,161,16141,18,0, Music,26,2007-09-05,3,0.1067017948295735,0.0631303730579306,1
3315,What's In My Backpack,249,7182,92,472, People & Blogs,35800,2015-08-20,6,0.5852132389263955,0.5374016431590983,3
3316,Pittsburgh Penguins 2008 Playoff Tribute,214,2815,5,5, Sports,16,2008-05-05,4,0.1467149678906636,0.0872106326912457,1
3317,InuYasha: A Feudal Fairy Tale Review P2,460,2824,0,7, Gaming,389,2009-07-18,4,0.2190021406224271,0.1340696091164782,1
3318,"System of a Down - ""Chop Suey"" Live (HD) at the Verizon Center in Washington D.C. - 8/7/2012",184,21898,49,120, News & Politics,23,2012-08-07,5,0.4027663428289149,0.3637491670577609,2
3319,140925 한국영상대 축제 파라다이스 우현 (세로ver.),216,4003,3,76, Entertainment,2920,2014-09-25,5,0.5310390251934793,0.4098339781814714,3
3320,HÅL-I-VÄGGEN med TEAM BINGO,390,14809,3,13, Comedy,5380,2009-08-27,3,0.2255886711674625,0.1686373404297265,1
3321,Sites Confiáveis Para Comprar Suplementos,202,11804,7,21, People & Blogs,23,2013-05-26,5,0.4508480158076733,0.3432280242545805,2
3322,2013红牛新能量音乐计划—黄绮珊《一起来》现场,283,2049,5,12, Music,4280,2013-11-29,5,0.4816400461057138,0.2996964316751162,2
3323,331 Hemi monster,151,3107,4,25, Autos & Vehicles,42,2010-12-03,4,0.3018277622262473,0.2082577461420025,2
3324,Eger rally 2013 harlem shake várunk nagyon :))),195,5247,0,3, Sports,0,2013-03-15,4,0.4389922608266096,0.2667698823361813,2
3325,Ecosposi Focus - Scarpe da eco matrimonio: Green Peletto,441,3536,11,16, Howto & Style,725,2012-09-21,5,0.4101761896920797,0.27561447854428,2
3326,DmC: Devil May Cry OST - Track 07 - The Flood,132,4667,0,10, Music,387,2013-01-12,5,0.4287831384818047,0.283985638031752,2
3327,[UFG] Storque - Parkour Portugal,199,1729,3,11, Sports,26,2006-12-30,4,0.0657006421867281,0.0398792839792133,1
3328,Hollósy Band - egy kis improvizáció :-),172,315064,77,1208, Entertainment,9610,2013-10-28,3,0.4763708216696855,0.5747411344602769,3
3329,affiliated 1st annual bbq,248,6028,5,13, Autos & Vehicles,94,2008-09-05,4,0.1669685493166474,0.1156521528945501,1
3330,Taylor Swift - Blank Space (Piano Cover | Rob Tando),263,86597,71,934, Music,10900,2014-11-03,6,0.5374608924748888,0.5976251668877017,3
3331,我好想你 钢琴版「小時代」電影主題曲- 苏打绿,311,1968,3,12, Music,52,2013-09-10,4,0.468466985015643,0.2903457984890711,2
3332,"...."" siamo D passaggio ""....",245,2750,1,13, Sports,1210,2013-06-25,6,0.4557879137164498,0.2938622924966148,2
3333,การฝึกให้อาหารปลาหมอสี,143,96396,10,74, People & Blogs,80,2013-01-24,6,0.4307590976453153,0.4154329658480921,3
3334,GMod - Dmanbiker's Fast Attack Hover-Tank,198,2577,9,10, Gaming,1490,2009-11-28,4,0.2409023546846698,0.1508147245518971,1
3335,"Zespół ""Wiwat"" - Śliczna gwiazda wschodzi nam",184,14828,1,15, Music,2950,2012-01-17,4,0.3693397003128602,0.2791379640741793,2
3336,Sailor Moon- All For You,214,1594,9,8, Film & Animation,280,2007-11-29,4,0.1206981722377737,0.0705424720801685,1
3337,KY MANI MARLEY - ONE LOVE @ FESTIVAL INSOLENT LANESTER,242,1094,0,4, Music,253,2012-04-30,6,0.3864646797299522,0.2031167375267894,2
3338,2013-14 Heritage Men's Basketball,321,1869,2,4, People & Blogs,596,2014-06-09,4,0.5132553927218837,0.2865401442074852,2
3339,CUT THE ROPE WALKTHROUGH,182,20724,83,452, Gaming,68700,2011-04-26,5,0.3255392721883747,0.3191497154946101,2
3340,Leon Boellmann  Suite Gothique  Toccata z Suity gotyckiej (A. Popławski),231,7841,11,48, Music,6370,2011-02-19,3,0.3146714967890663,0.2470842326434731,2
3341,Record Rural - Bambu é usado em pesquisa por universidade da Capital,341,2344,0,7, News & Politics,61800,2010-05-30,3,0.2710357319282068,0.1628404744630976,1
3342,Apocalypse Dance Troupe performance @ Haiti's 3rd Annual Talent Extrav,158,1422,0,9, Entertainment,40,2010-11-04,4,0.2970525275810967,0.1734533782284758,1
3343,Easy microwave banana cake,363,191979,90,803, Howto & Style,19700,2012-06-06,4,0.39255722048411,0.4519661618135837,3
3344,Johnossi Live supporting Mando Diao,156,4685,6,9, Music,0,2006-11-24,3,0.0597727646961962,0.0392540334917288,1
3345,Kangal in Aktion - Türkischer Schäferhund bei der Arbeit,136,46297,31,129, Pets & Animals,39,2011-05-23,6,0.3299851803062736,0.3145501793022479,2
3346,47 Ronin Official Trailer + Trailer Review : HD PLUS,363,554999,431,1166, Entertainment,941000,2013-08-02,6,0.4620451177342335,0.5724341841926383,3
3347,パンテーラ・ＧＴ５＞ＧＴ４仕様変更写真スライド 1/3,317,2162,0,2, Autos & Vehicles,20,2009-06-29,3,0.2158735386135353,0.1157038353147428,1
3348,Oats Rava Palak Dhokla (Zero Oil Recipe) by Tarla Dalal,295,122110,77,1385, Howto & Style,1010000000,2013-11-01,6,0.477029474724189,0.5519055101683387,3
3349,The Amazing Spider-Man Australian Trailer (2012) Andrew Garfield HD,123,15866,47,138, Film & Animation,3809999872,2012-05-28,5,0.391075251111477,0.3488077622821739,2
3350,Sheep May Safely Graze - Pipe Organ,209,70957,10,95, Music,650,2011-07-21,6,0.3397003128602009,0.3263791322438618,2
3351,КЛОУН ДИМА - Машинки играют в паровозик. Игрушки играют. Смешные видео для детей.,123,3525,0,5, Education,2890,2015-02-02,6,0.5524452494648444,0.3359731716652708,2
3352,Unboxing Scheda Video Zotac Nvidia GeForce GT 630 2GB Modello ZT-60403-10L,304,5210,14,16, Science & Technology,1940,2012-11-21,6,0.4202206487732587,0.2923092389095275,2
3353,【歌ってみた】絵本『ポケスペアリス』【替え歌】,188,26537,5,107, Music,575,2011-07-05,4,0.3370657006421867,0.3060285623860761,2
3354,Serious Sam 3 Gameplay (español),366,22717,16,24, Gaming,18,2011-12-28,4,0.3660464350403425,0.2961597812188764,2
3355,[HD] T-ARA - Why Are You Being Like This MV,247,1683,0,11, Music,7840,2010-11-24,5,0.3003457928536143,0.1818107494928167,1
3356,Mike Tyson Tribute V2,163,6128,2,11, Sports,29,2007-02-02,3,0.0712991931500082,0.0487864730344267,1
3357,Copy Audio CD to PC,230,2853,0,5, Science & Technology,0,2014-03-13,5,0.4987650255228059,0.2968853832775104,2
3358,early morning rain;guitare picking,150,6996,9,35, Music,70,2010-02-03,3,0.2519347933476041,0.1913254099635542,1
3359,Tasty Octopus Balls!!,124,18802,0,949, People & Blogs,110000,2010-08-05,4,0.2820681705911411,0.2876110872926636,2
3360,Powercruise 2010 Sydney Pt1,344,3007,3,5, Autos & Vehicles,19,2010-03-11,3,0.257862670838136,0.1543182264996411,1
3361,Floyd Mayweather vs. Canelo Alvarez: Alvarez hits heavy bag in preparation for Mayweather,181,5022,29,42, Sports,130000000,2013-08-27,5,0.4661616993248806,0.3496357086497754,2
3362,Jordan Burroughs wins gold at 2015 Pan American Games,167,3205,3,46, Sports,180000,2015-07-18,6,0.5797793512267413,0.4221012648432472,3
3363,Movie Juice - Trailer Park: The Rise of the Planet of the Apes,124,1934,1,3, Entertainment,9140,2011-07-11,4,0.338053680223942,0.1848279681417562,1
3364,Самый быстрый rampage!!!В Дота 2),182,20405,17,34, Gaming,0,2013-03-03,5,0.4370163016630989,0.3596946194756868,2
3365,Super Street Fighter IV Stories - Abel,177,14429,14,76, Entertainment,5660,2010-05-07,3,0.2672484768648114,0.2271756855426897,2
3366,The Most Important Place on Earth (HD),411,1461,2,7, News & Politics,0,2010-09-22,5,0.2899720072451836,0.1658469014108521,1
3367,How to download and install Battlefield 3 - Black Box,417,13878,6,38, Gaming,16,2014-12-10,5,0.5435534332290466,0.4381793632416645,3
3368,V Odcinek Minecraft:Gospodarstwo,306,2585,1,13, People & Blogs,13,2012-04-11,4,0.3833360777210604,0.2457017063362925,2
3369,Caverns of Minos iPhone Gameplay Review - AppSpy.com,129,3826,12,28, Gaming,118000,2012-01-23,5,0.3703276798946155,0.2626985833761184,2
3370,SURGEON SIMULATOR for iPHONE - Part 6 (iPhone Gameplay Video),328,105258,121,896, Gaming,904000,2014-11-29,5,0.5417421373291619,0.6074688005211383,4
3371,[商品紹介]超・怖い話ガム!!,335,2576,5,9, Gaming,3920,2014-09-02,5,0.527251770130084,0.3270000754158323,2
3372,Sonido Condor Show Ballet 2011,442,1353,0,2, Music,199,2011-09-02,5,0.3467808331961139,0.1759422461435313,1
3373,Madurai Mutton Biryani Chennai Samayal,418,22009,7,66, People & Blogs,1200,2013-12-22,6,0.4854273011691091,0.4210310983623556,3
3374,Golden Is No Longer With Yes Men,263,3541,62,130, Gaming,5080,2012-07-10,5,0.39815577144739,0.3172182102663028,2
3375,Come  pulire le  scarpe  da Running,229,38989,8,69, Sports,48,2013-03-29,4,0.4412975465173719,0.3993450778714955,2
3376,WiSin y Yandel  - Llame Pa' Verte Live PR,138,78947,7,69, Music,2420,2007-07-08,3,0.0969866622756463,0.0919447159946534,1
3377,Unboxing: Max Payne 2 - The fall of Max Payne for PC,131,3581,4,47, Gaming,35,2012-08-25,4,0.4057302815741808,0.2986569039194817,2
3378,150124 대만 홍백예능대상 INFINITE Back,200,1806,0,0, People & Blogs,691,2015-01-25,5,0.5511279433558373,0.2523658761677336,2
3379,Cool Robot project. Irowe 4550 tiny  cute Homemade,210,11669,8,43, People & Blogs,29,2013-02-13,6,0.434052362917833,0.3485084393009158,2
3380,GRADA RÁPIDA VOGEL NOOT TERRADISC PRO,220,14055,1,13, Science & Technology,427,2013-12-19,5,0.4849333113782315,0.3609613160083512,2
3381,BABEL  - o filme,151,44513,7,52, People & Blogs,894,2011-05-13,3,0.3283385476700148,0.2942034095895509,2
3382,Behind the Scenes | The Amazing World of Gumball | Cartoon Network,141,251371,0,4488, Entertainment,1070000000,2014-05-02,4,0.5069981887041001,0.6453143618806159,4
3383,Scott  Spedding - Bayonne 2013,460,3801,3,10, People & Blogs,0,2013-07-19,6,0.4597398320434711,0.298726318625835,2
3384,Thiebault Huber Verdereau  Volnay,237,1761,0,4, Entertainment,1870,2009-11-25,6,0.2404083648937922,0.1333413557172619,1
3385,"Ken Hatfield NYC Nylon String Genius ""Nica's Dream""",182,21257,2,30, Music,65,2012-09-01,4,0.406882924419562,0.332893814389751,2
3386,Make Your Own (Easy!) Seashell Jewelry,178,23565,4,163, People & Blogs,1420,2012-02-07,3,0.3727976288490038,0.3452758648048735,2
3387,Darren Reisch College Tennis Recruiting Video,231,1480,1,4, People & Blogs,0,2010-10-25,4,0.2954058949448378,0.1607096577585915,1
3388,HC Zwolle H1 Kampioenen,230,1959,0,3, Sports,0,2013-06-18,3,0.4546352708710686,0.2489245227698361,2
3389,Lock Stock and 2 Smoking Cans: Shye131 vs Trans1 London 2010,216,6227,13,28, Howto & Style,1240,2010-02-14,4,0.2537460892474888,0.1875463938217046,1
3390,Drawing Crash Bandicoot - Dibujando a Crash Bandicoot HD,251,13992,18,101, Film & Animation,1620,2012-06-20,5,0.3948625061748724,0.3416924158112856,2
3391,Phish | 10.29.10 | Timber,312,1568,0,5, Music,12100,2010-11-01,6,0.296558537790219,0.1656843293185718,1
3392,Fume Hood Safety: DOs and DON'Ts,397,80484,28,359, Science & Technology,1400,2014-01-10,4,0.4885559031780009,0.5125878297445148,3
3393,Video dari Ponsel Saya,120,3922,0,0, People & Blogs,0,2013-12-18,3,0.4847686481146056,0.2449351816419848,2
3394,Dragonball Z Tribute - Diary of Jane,391,10256,10,85, Film & Animation,64,2009-12-13,5,0.2433723036390581,0.2034491577811908,2
3395,Chile 1- Argentina 0 Fútbol Para Todos,157,376442,316,481, Sports,598,2008-10-17,3,0.1738844063889346,0.201916950687696,2
3396,"Howard Gospel Choir - ""Great is Thy Faithfulness""",435,51128,18,351, Entertainment,15000,2014-04-01,5,0.5018936275316976,0.5119873580257835,3
3397,Shakes & Fidget - The Jedi Theme Song,188,1749,4,15, Gaming,13,2012-01-05,6,0.3673637411493495,0.2296956063485421,2
3398,San Francisco's Chinatown,333,1133,0,1, People & Blogs,14,2008-06-08,3,0.1523135188539436,0.0718559437932881,1
3399,Othoni,186,4902,1,18, Sports,15,2013-07-30,5,0.4615511279433558,0.3224764352135775,2
3400,Sieteiglesias Toros del Arrope,380,10196,2,6, Entertainment,4300,2011-01-23,5,0.3102255886711674,0.2117060279937045,2
3401,Uso de Amino Peixe na Produção de Flores - Veiling,224,5853,1,47, Science & Technology,600,2010-04-01,4,0.2613205993742796,0.2001973046363268,2
3402,DCUO     New weapon SHIELD Test. Part 1,158,1584,5,0, Film & Animation,4270,2012-06-11,5,0.3933805368022394,0.1769814293560747,1
3403,FIRST  PLASTI DIP CAMARO (must watch!),401,3006,23,16, Autos & Vehicles,50,2012-08-28,5,0.4062242713650584,0.2689309550754994,2
3404,Dye Fixes for Ugly Wool,363,14692,3,60, Education,934,2013-03-23,4,0.4403095669356167,0.3685098440439251,2
3405,SONG OF SONGS (A CHOREOGRAPHY) - ÉVI DOBNER & SOMA KEREKES,372,5954,3,64, Entertainment,5610,2012-09-21,5,0.4101761896920797,0.3222577207757272,2
3406,How to Make Adult Size Sweater Leggings,238,6929,8,102, Howto & Style,5850,2012-02-23,3,0.3754322410670179,0.3089910110794921,2
3407,Luisa Cerano show Zeist,423,1496,0,0, Film & Animation,14,2009-03-12,4,0.1979252428783138,0.0883555100468921,1
3408,KAMIL MITOSEK vs ŁUKASZ BAGINSKI FINAŁ kat. 76 9 kg,204,3321,0,4, Education,11700,2012-04-22,6,0.3851473736209451,0.2285399111006553,2
3409,''Europe''  ''Final countdown''  E. Slutski  the Presidential orchestra of the Republic of Belarus,295,108700,43,669, Music,2460,2012-07-09,4,0.3979911081837642,0.4399682121328395,3
3410,ar drone Ar Drone using the router as an intermediary,143,2373,4,1, Gaming,0,2011-01-02,3,0.3067676601350239,0.1585703093747932,1
3411,Bazarowe Bezeceństwa #1 - Planet Fighter Dinosaur coś tam,500,9408,41,241, Entertainment,8700,2014-10-31,6,0.5369669026840111,0.4799756097098276,3
3412,Mon music Summer tree,224,6250,0,12, Music,9540,2014-07-17,5,0.5195125967396674,0.3586410772750591,2
3413,San Miguel de Allende  Hermosa casa en venta / renta,170,13366,1,57, People & Blogs,85,2012-05-22,4,0.3900872715297217,0.3230227294944068,2
3414,¿QueEsperaisDe...? Metal Gear Solid Ground Zeroes,374,1165,0,102, Gaming,36900,2014-02-14,5,0.4943191174049069,0.3530186495258414,2
3415,Snowmobiling in Saxnäs,253,4487,1,11, Autos & Vehicles,94,2015-01-28,5,0.5516219331467149,0.366948535057266,2
3416,(Ben10) Hero Time Season 2,346,71223,0,93, Film & Animation,21600,2008-08-09,4,0.1625226411987485,0.1559775910309406,1
3417,Minecraft 1.7.5 How To Install The Herobrine Mod,313,7303,32,31, Gaming,923,2013-01-13,5,0.4289478017454305,0.3237931978493528,2
3418,Atmosphere Aerial Demo Reel,238,1604,0,2, People & Blogs,100,2014-08-16,5,0.5244524946484439,0.2715353798097442,2
3419,Comprando GTA V En Chile Tienda 8 Bits,260,3183,2,24, Gaming,0,2013-09-17,4,0.4696196278610242,0.3236005337576452,2
3420,PODA,314,25900,2,9, People & Blogs,14,2009-11-22,3,0.2399143751029145,0.1826065817429457,1
3421,HAVAIANAS BORDADAS DA NEIA,261,14819,0,7, Entertainment,32,2009-06-25,4,0.2152148855590318,0.1535369997184938,1
3422,Dirt bike riding in Florida (Ends with a wreck).,212,1989,4,3, Autos & Vehicles,129,2013-03-03,6,0.4370163016630989,0.2396832501329008,2
3423,Comparando controles: Xbox ONE vs Xbox 360,266,284293,533,1988, Science & Technology,985000,2013-05-21,5,0.4500246994895439,0.5538110723643388,3
3424,Speed drawing tinkerbell watercolour,177,3614,3,26, Entertainment,230,2009-11-15,4,0.2387617322575333,0.1674969631321326,1
3425,The Dark Knight: Joker Voice Over,432,4525,2,18, Film & Animation,73,2011-03-07,3,0.3173061090070805,0.2201447924496592,2
3426,pesca denton de 8kg con caña desde orilla: marruecos 18/03/2014,373,6671,0,13, Sports,14,2014-03-20,5,0.4999176683681871,0.3493661518702528,2
3427,MW3: BEASTING w/ MODEL 1887!!!,390,7953,100,163, Gaming,615000,2012-02-25,5,0.3757615675942697,0.3230974419711834,2
3428,G19 Disco-Edition,129,5844,12,4, Music,22,2010-08-26,3,0.2855260991272847,0.1792798627929862,1
3429,ALDOS GYM - EL CHURRE.wmv,168,6326,0,20, Sports,206,2011-11-08,4,0.3578132718590482,0.2577557850519022,2
3430,Axel Missing Roxas ♥ (YAOI),295,1990,8,22, Film & Animation,54,2009-03-11,4,0.1977605796146879,0.1295919001144616,1
3431,Paul Simon & Sting - The Boxer (2nd half) Köln 2015,262,1431,0,4, Music,1400,2015-03-26,5,0.5610077391733904,0.3040516290645474,2
3432,[Song] 간단! 퐁당 오 쇼콜라 만들기! フォンダン オ ショコラの作り方! How to make Fondant au chocolat!,125,4481,18,44, Howto & Style,1190,2015-07-11,6,0.5786267083813601,0.4315669409983733,3
3433,DIY Seagate Momentus XT 750gb Solid State Hybrid Drive Upgrade Install in MacbookPro,264,5881,6,10, Howto & Style,6830,2012-09-30,6,0.4116581590647126,0.2784556721535813,2
3434,How to Make SUPERB BRAISED CHICORY! ENDIVE Recipe! Sprig Barton Witlof Recipe,183,16304,9,97, Howto & Style,4360,2014-04-04,6,0.5023876173225753,0.4382028617119131,3
3435,Fanfic de Amor Doce-O Diário de Naomi-EP 8,143,5080,18,142, Gaming,5650,2015-04-13,5,0.5639716779186563,0.4647740761892203,3
3436,Автомобилист - Динамо Рига 0:2 / Avtomobilist - Dinamo Riga 0:2,129,14438,7,9, Sports,394000,2012-01-15,4,0.3690103737856084,0.2676978380401132,2
3437,SSC y Transporte inician Operativo Pegaso contra motocicletas y motonetas irregulares,125,3540,2,5, News & Politics,29100,2013-07-12,5,0.4585871891980899,0.2790116906590388,2
3438,Martha Sliva  organ - Gigout b minor Toccata live,210,11535,5,21, Music,146,2011-01-03,4,0.3069323233986498,0.2332337678347231,2
3439,router,150,7901,1,1, Education,0,2009-04-23,5,0.204841099950601,0.1209292253078314,1
3440,Empire Dogs in India,182,1927,3,4, Music,0,2007-09-21,4,0.1093364070475876,0.0612443518487388,1
3441,Dark Souls Artorias of the Abyss Epic Boss Fight! Also How To Get His Armor!,307,254614,0,0, Gaming,2350,2012-08-24,3,0.4055656183105549,0.3082661184814161,2
3442,プロによるガチの髪セットをご覧ください!! おのだまーしー×織姫,389,60263,111,382, People & Blogs,66300,2015-07-20,6,0.5801086777539931,0.600588426723988,4
3443,Kereta Api Era Merah Biru : BB20008 di Stasiun Palur - General Motors G8A1A,211,18513,53,0, Film & Animation,5270,2014-09-28,4,0.531533014984357,0.318933025703672,2
3444,Flower Ketting Collectie (ICEDOUT.NL),162,4006,2,1, Howto & Style,1850,2015-02-11,6,0.5539272188374773,0.3040407355959265,2
3445,FRANCA MAGIC PLAY in JAPAN,130,1726,0,7, Sports,0,2010-12-01,5,0.3014984356989955,0.1755081151612976,1
3446,Pete Murray & John Mayer - Opportunity (Piano Cover),144,3822,5,19, Music,92,2011-06-06,4,0.332290465997036,0.2281556376459272,2
3447,Animais do Zoológico de São Paulo,228,4965,0,16, Film & Animation,368,2012-04-16,4,0.3841593940391898,0.2660948092466746,2
3448,【オルゴール】いつか王子さまが　白雪姫より,224,120754,13,323, Music,12500,2013-04-06,6,0.442614852626379,0.4725043432455022,3
3449,Cutie Mark Crusade - Escape the Clubhouse,268,1403,0,4, Entertainment,12,2011-10-15,5,0.353861353532027,0.1913566761026745,1
3450,"The Menahan Street Band with Charles Bradley ""This World""",210,34913,13,55, Music,2430,2008-12-09,3,0.1826115593611065,0.1615318339069069,1
3451,finnish dance,141,19604,7,24, Entertainment,0,2006-09-07,4,0.0469290301333772,0.0375468626639825,1
3452,ford f150 4x4 1981 motor 302,155,6723,1,30, People & Blogs,10,2013-07-11,5,0.458422525934464,0.3428371527686887,2
3453,Far cry 3 битва с Хойтом/ Убийство Хойта,228,86071,86,742, Gaming,893,2013-02-10,5,0.4335583731269554,0.4758451173163224,3
3454,my chemical romance - scarecrow @ big day out Adelaide Australia,294,12070,40,341, Music,211,2013-02-07,3,0.4330643833360777,0.4028362465663223,3
3455,Wedding video presentation SHAAIM+LOOKGOLF  25-01-2557,322,1583,9,20, Entertainment,41,2014-01-25,6,0.4910258521323892,0.3121793717562714,2
3456,A trip up the Brocken Hartz steam railway,434,5628,2,11, Travel & Events,99,2007-10-20,3,0.1141116416927383,0.0774878088895229,1
3457,Careless Whisper Dean/Castiel,198,2784,10,55, Entertainment,369,2010-02-05,4,0.2522641198748559,0.1841874130580592,1
3458,#hxtawitch by Rachel Tension,242,1815,2,23, People & Blogs,15,2013-06-09,5,0.4531533014984357,0.2955805319716812,2
3459,How to Play Love The Way You Lie by Eminem and Rihanna on Guitar,146,168420,74,441, Howto & Style,1540000000,2010-09-17,5,0.2891486909270542,0.3200326149046558,2
3460,Twilight Story Birth Of Renesmee Carlie Cullen,220,39397,9,28, Entertainment,52,2010-02-28,4,0.2560513749382512,0.2180943959450363,2
3461,"Dawn Heist | ""Nine Worlds"" Official Music Video | 2011",230,122594,123,1187, Music,426,2011-09-16,6,0.3490861188868763,0.4006781436012827,3
3462,Trailer - Um Conto Chinês,159,214804,43,925, Film & Animation,777000,2011-08-12,6,0.3433229046599703,0.400597727346662,3
3463,How to draw a cartoon llama,125,2547,0,7, Comedy,18,2012-02-17,4,0.3744442614852626,0.226868259519137,2
3464,Le club nautique de Percé présente. Le monde sous marins de l'ile Bonaventure.,369,14290,9,65, Sports,51,2012-10-10,6,0.4133047917009715,0.3471967262257908,2
3465,DIGITAL MUNDO SUPER AGENTE 007 JUEGO DE GANZUAS CAMUFLADA,264,12004,2,13, Science & Technology,49,2009-08-26,3,0.2254240079038366,0.1656236216661658,1
3466,One Touch Evolve Unlock / Codes Reading using Furiousgold !,214,2421,4,3, Science & Technology,9130,2014-04-02,5,0.5020582907953236,0.2813814643363231,2
3467,Shakira - Hips Don't Lie (Tour Fijación Oral  Santiago-Chile),280,4065,6,31, Music,119,2009-10-07,3,0.2323398649761238,0.1670707467589716,1
3468,Tamiya Mini 4wd Philippines  : Team NTX : Monster Energy TRF Racer Jr.,171,3061,3,5, Entertainment,540,2011-09-06,3,0.3474394862506175,0.2083031964842272,2
3469,MEJIBRAY / カルマ-瓦礫のマンティコーラース- (PV),293,16457,7,221, Music,75,2012-05-01,3,0.3866293429935781,0.3567596125842748,2
3470,3 Ways to style a Bandana on Type 4 Hair,197,4034,57,325, Howto & Style,24500,2015-03-26,6,0.5610077391733904,0.4826630846394022,3
3471,Nacen en Mexquitic  tigres blancos de bengala,123,4233,0,20, People & Blogs,83,2014-01-04,4,0.4875679235962457,0.3392649835668326,2
3472,Gil Antunes no Rali Serras de Fafe 2013 [HD],239,1683,0,12, Autos & Vehicles,27400,2013-02-25,6,0.4360283220813437,0.2660757267583284,2
3473,Tips on Keeping your Dog Cool! -Fan Friday #14 - Siberian Husky - Heat Wave!,384,40860,127,423, Pets & Animals,1240000000,2011-07-22,5,0.3398649761238267,0.3459098447865462,2
3474,Toontown Cashbot five story building,471,2118,0,9, Gaming,0,2009-09-15,0,0.2287172731763543,0.1391156936179286,1
3475,Rock Band 2 Expert Drums-Are You Gonna Be My Girl 100% FC & 5G*,243,1315,1,7, Gaming,428,2009-08-08,4,0.2224600691585707,0.1258038444498885,1
3476,Beer Review #4 Hoegaarden Bier,294,11912,27,52, People & Blogs,31900,2010-08-09,3,0.2827268236456446,0.2305752011912571,2
3477,Intex Above Ground 9X18 Rectangle Installation.m4v,465,38198,8,68, Howto & Style,167,2011-12-10,4,0.3630824962950765,0.3277921904750346,2
3478,เจ็บและชินไปเอง ETC Ukulele&Sax Cover by SIXnature Band,239,15210,30,142, Music,1120,2011-05-31,4,0.3313024864152807,0.2952149627332571,2
3479,Antes de que cuente diez. Fito. Joaquin al violin.,268,1625,4,23, Music,117000,2010-07-24,4,0.2800922114276305,0.1808058658303563,1
3480,The Ghetto Stick  Homemade Joystick for Retro Controllers,429,2749,3,9, Gaming,138,2011-07-10,5,0.3378890169603161,0.2108989391019425,2
3481,We Four Play: South Park Let's Go Tower Defense Play!,347,1827,5,51, Gaming,1670,2012-11-20,5,0.4200559855096328,0.293993433448928,2
3482,Sněhové řetězy Pewag Snox Pro SXP,141,17724,0,9, People & Blogs,57,2014-10-22,3,0.5354849333113783,0.3951715272290599,2
3483,Workshop cupcakes versieren,195,13424,0,7, People & Blogs,21,2011-01-28,3,0.3110489049892969,0.2200283541973711,2
3484,ONE SCORCHER ALL MEDICS | Boom Beach | SPAM THE HEAL,458,158081,85,1460, Gaming,511000,2015-08-04,5,0.5825786267083813,0.6850815001347723,4
3485,Michael Bone on Big Creek,189,1199,1,5, Sports,85,2012-02-19,5,0.3747735880125144,0.2032419558125019,2
3486,12 lb. of Applesauce Challenge!,477,4647,21,91, Entertainment,15200,2015-01-09,5,0.5484933311378232,0.4342620834480156,3
3487,Chicco Australia  CHICCO OBSERVATORY,219,21232,0,7, Howto & Style,949,2011-04-25,4,0.3253746089247489,0.2392710439276801,2
3488,Vanessa Hudgens- Say Ok (Live) HQ Video,208,480624,198,2529, Entertainment,346,2009-08-20,4,0.2244360283220813,0.2866896714245066,2
3489,Jurassic World Velociraptor Hero Mashers + Triceratops and Special Thank you for 1000 Subscriberes,482,15311,0,90, Entertainment,162000,2015-06-08,5,0.573192820681706,0.495168723773441,3
3490,"Beginner Harmonica Lessons: ""Rolling Your Notes""",288,568488,171,4307, Howto & Style,12000,2012-04-12,4,0.3835007409846863,0.5062715079378972,3
3491,F-Zero X Custom Track: Icy Wave,133,4223,3,9, Entertainment,44800,2007-06-22,3,0.0943520500576321,0.0613648212790143,1
3492,Bass for Jazz: Lesson 19  Walking Bass Line  Minor Key,196,10972,1,57, Education,112000,2012-03-19,4,0.3795488226576651,0.3097217575687355,2
3493,Imagination Music Video  Performed by: Rapsody,244,1302,2,13, Music,137,2011-04-13,6,0.3233986497612383,0.1937408563491189,1
3494,Need for Speed The Run - Mission 21 [Gameplay  German & HD1080p],347,8441,1,12, Gaming,444,2011-11-16,6,0.3591305779680553,0.2545130527057461,2
